name,category,phone,addr_housenumber,addr_street,addr_city,addr_postcode,lat,lon,osm_type,osm_id,osm_link,maps_link
National Bank,amenity:bank,,,,,,43.705358,-79.785551,node,12052349954,https://www.openstreetmap.org/node/12052349954,"https://www.google.com/maps/search/?api=1&query=43.7053584,-79.7855514"
Neo,amenity:bank,,,,,,43.558556,-79.712158,node,12960035825,https://www.openstreetmap.org/node/12960035825,"https://www.google.com/maps/search/?api=1&query=43.5585561,-79.7121577"
Prosperity One,amenity:bank,,,,,,43.511469,-79.855553,node,1912291674,https://www.openstreetmap.org/node/1912291674,"https://www.google.com/maps/search/?api=1&query=43.5114695,-79.8555535"
RBC,amenity:bank,,,,,,43.333097,-79.892860,node,262189744,https://www.openstreetmap.org/node/262189744,"https://www.google.com/maps/search/?api=1&query=43.3330971,-79.8928604"
RBC,amenity:bank,,,,,,43.397615,-79.708551,node,419372479,https://www.openstreetmap.org/node/419372479,"https://www.google.com/maps/search/?api=1&query=43.3976151,-79.7085511"
RBC,amenity:bank,,,,,,43.649437,-79.925840,node,484143503,https://www.openstreetmap.org/node/484143503,"https://www.google.com/maps/search/?api=1&query=43.6494371,-79.9258403"
RBC,amenity:bank,,,,,,43.706980,-79.784455,node,651219813,https://www.openstreetmap.org/node/651219813,"https://www.google.com/maps/search/?api=1&query=43.70698,-79.7844554"
RBC,amenity:bank,,,,,,43.307296,-79.852476,node,1355987102,https://www.openstreetmap.org/node/1355987102,"https://www.google.com/maps/search/?api=1&query=43.3072957,-79.8524765"
RBC,amenity:bank,,2945,Argentia Road,,,43.597898,-79.784087,node,1408923454,https://www.openstreetmap.org/node/1408923454,"https://www.google.com/maps/search/?api=1&query=43.5978985,-79.7840866"
RBC,amenity:bank,,,,,,43.551620,-79.720166,node,1517045395,https://www.openstreetmap.org/node/1517045395,"https://www.google.com/maps/search/?api=1&query=43.55162,-79.720166"
RBC,amenity:bank,,,,,,43.352787,-79.770679,node,1713655345,https://www.openstreetmap.org/node/1713655345,"https://www.google.com/maps/search/?api=1&query=43.352787,-79.7706793"
RBC,amenity:bank,,,,,,43.657657,-79.816331,node,1930059349,https://www.openstreetmap.org/node/1930059349,"https://www.google.com/maps/search/?api=1&query=43.6576573,-79.8163306"
RBC,amenity:bank,,,,,,43.638422,-79.715443,node,2020518784,https://www.openstreetmap.org/node/2020518784,"https://www.google.com/maps/search/?api=1&query=43.6384221,-79.7154433"
RBC,amenity:bank,,,,,,43.517423,-79.874612,node,2195974688,https://www.openstreetmap.org/node/2195974688,"https://www.google.com/maps/search/?api=1&query=43.5174226,-79.8746117"
RBC,amenity:bank,,,,,,43.357276,-79.843161,node,2698208730,https://www.openstreetmap.org/node/2698208730,"https://www.google.com/maps/search/?api=1&query=43.3572762,-79.8431612"
RBC,amenity:bank,,1005,Speers Road,,,43.433748,-79.703001,node,2700219252,https://www.openstreetmap.org/node/2700219252,"https://www.google.com/maps/search/?api=1&query=43.4337484,-79.703001"
RBC,amenity:bank,,,,,,43.665803,-79.781701,node,3220342887,https://www.openstreetmap.org/node/3220342887,"https://www.google.com/maps/search/?api=1&query=43.665803,-79.781701"
RBC,amenity:bank,,1055,Bronte Street South,,,43.487756,-79.858289,node,3302234968,https://www.openstreetmap.org/node/3302234968,"https://www.google.com/maps/search/?api=1&query=43.4877559,-79.8582891"
RBC,amenity:bank,,,,,,43.466414,-79.743980,node,3898331000,https://www.openstreetmap.org/node/3898331000,"https://www.google.com/maps/search/?api=1&query=43.4664144,-79.7439801"
RBC,amenity:bank,,,,,,43.565252,-79.700626,node,3986560068,https://www.openstreetmap.org/node/3986560068,"https://www.google.com/maps/search/?api=1&query=43.5652519,-79.7006258"
RBC,amenity:bank,,,,,,43.636471,-79.788849,node,7249171301,https://www.openstreetmap.org/node/7249171301,"https://www.google.com/maps/search/?api=1&query=43.6364709,-79.788849"
RBC Royal Bank,amenity:bank,,,,,,43.384000,-79.801521,node,1558716222,https://www.openstreetmap.org/node/1558716222,"https://www.google.com/maps/search/?api=1&query=43.3839999,-79.8015208"
RBC Royal Bank,amenity:bank,,,,,,43.448894,-79.702591,node,1916046913,https://www.openstreetmap.org/node/1916046913,"https://www.google.com/maps/search/?api=1&query=43.448894,-79.702591"
RBC Royal Bank,amenity:bank,,360,Pearl Street,Burlington,L7R 1E1,43.325815,-79.793842,node,7776126108,https://www.openstreetmap.org/node/7776126108,"https://www.google.com/maps/search/?api=1&query=43.3258148,-79.793842"
RBC Royal Bank,amenity:bank,,,,,,43.649977,-79.902564,node,10982416098,https://www.openstreetmap.org/node/10982416098,"https://www.google.com/maps/search/?api=1&query=43.6499766,-79.902564"
Scotiabank,amenity:bank,,,,,,43.379454,-79.807502,node,288064523,https://www.openstreetmap.org/node/288064523,"https://www.google.com/maps/search/?api=1&query=43.3794537,-79.8075016"
Scotiabank,amenity:bank,,,,,,43.328734,-79.801894,node,621417435,https://www.openstreetmap.org/node/621417435,"https://www.google.com/maps/search/?api=1&query=43.3287342,-79.8018939"
Scotiabank,amenity:bank,,,,,,43.582507,-79.778746,node,645624763,https://www.openstreetmap.org/node/645624763,"https://www.google.com/maps/search/?api=1&query=43.5825067,-79.7787456"
Scotiabank,amenity:bank,,,,,,43.708034,-79.783588,node,651218583,https://www.openstreetmap.org/node/651218583,"https://www.google.com/maps/search/?api=1&query=43.7080338,-79.7835876"
Scotiabank,amenity:bank,,,,,,43.526911,-79.865818,node,725882410,https://www.openstreetmap.org/node/725882410,"https://www.google.com/maps/search/?api=1&query=43.5269112,-79.8658182"
Scotiabank,amenity:bank,,,,,,43.446433,-79.705495,node,1275021875,https://www.openstreetmap.org/node/1275021875,"https://www.google.com/maps/search/?api=1&query=43.4464328,-79.7054954"
Scotiabank,amenity:bank,,,,,,43.649277,-79.895316,node,1616739881,https://www.openstreetmap.org/node/1616739881,"https://www.google.com/maps/search/?api=1&query=43.6492772,-79.895316"
Scotiabank,amenity:bank,,,,,,43.353731,-79.769845,node,1713655349,https://www.openstreetmap.org/node/1713655349,"https://www.google.com/maps/search/?api=1&query=43.3537306,-79.7698453"
Scotiabank,amenity:bank,,,,,,43.437431,-79.740493,node,1960820986,https://www.openstreetmap.org/node/1960820986,"https://www.google.com/maps/search/?api=1&query=43.4374314,-79.7404926"
Scotiabank,amenity:bank,,,,,,43.491295,-79.876285,node,2194908273,https://www.openstreetmap.org/node/2194908273,"https://www.google.com/maps/search/?api=1&query=43.4912951,-79.8762855"
Scotiabank,amenity:bank,,,,,,43.508055,-79.861848,node,2199778663,https://www.openstreetmap.org/node/2199778663,"https://www.google.com/maps/search/?api=1&query=43.5080546,-79.861848"
Scotiabank,amenity:bank,,,,,,43.513532,-79.882563,node,2216961975,https://www.openstreetmap.org/node/2216961975,"https://www.google.com/maps/search/?api=1&query=43.5135316,-79.8825629"
Scotiabank,amenity:bank,,,,,,43.487600,-79.983252,node,3344690042,https://www.openstreetmap.org/node/3344690042,"https://www.google.com/maps/search/?api=1&query=43.4875997,-79.9832524"
Scotiabank,amenity:bank,,,,,,43.465994,-79.744406,node,3898331001,https://www.openstreetmap.org/node/3898331001,"https://www.google.com/maps/search/?api=1&query=43.4659936,-79.7444058"
Scotiabank,amenity:bank,,284,Queen Street East,,,43.699453,-79.746044,node,6110920452,https://www.openstreetmap.org/node/6110920452,"https://www.google.com/maps/search/?api=1&query=43.6994534,-79.7460437"
Scotiabank,amenity:bank,,5100,Erin Mills Parkway,,,43.557907,-79.712652,node,6556389834,https://www.openstreetmap.org/node/6556389834,"https://www.google.com/maps/search/?api=1&query=43.5579069,-79.712652"
Scotiabank,amenity:bank,,,,,,43.699218,-79.821183,node,10884231044,https://www.openstreetmap.org/node/10884231044,"https://www.google.com/maps/search/?api=1&query=43.6992177,-79.8211826"
State Bank of India,amenity:bank,,,,,,43.696576,-79.749168,node,934384618,https://www.openstreetmap.org/node/934384618,"https://www.google.com/maps/search/?api=1&query=43.6965761,-79.7491679"
Tandia Financial Credit Union,amenity:bank,+1 800-598-2891,187,Guelph Street,Georgetown,L7G 4A1,43.650835,-79.904920,node,4236371927,https://www.openstreetmap.org/node/4236371927,"https://www.google.com/maps/search/?api=1&query=43.650835,-79.9049195"
Tandia Financial Credit Union,amenity:bank,+1 800-598-2891,3455,Fairview Street,Burlington,L7N 2R4,43.357148,-79.783088,node,7061175364,https://www.openstreetmap.org/node/7061175364,"https://www.google.com/maps/search/?api=1&query=43.3571476,-79.7830879"
Tandia Financial Credit Union,amenity:bank,+1 800-598-2891,6020,Main Street West,Milton,L9T 9M1,43.495070,-79.896176,node,10811417248,https://www.openstreetmap.org/node/10811417248,"https://www.google.com/maps/search/?api=1&query=43.4950702,-79.8961765"
TD,amenity:bank,,,,,,43.365328,-79.819883,node,288064581,https://www.openstreetmap.org/node/288064581,"https://www.google.com/maps/search/?api=1&query=43.3653282,-79.8198833"
TD,amenity:bank,,,,,,43.367081,-79.754445,node,419369702,https://www.openstreetmap.org/node/419369702,"https://www.google.com/maps/search/?api=1&query=43.3670809,-79.7544446"
TD,amenity:bank,,8975,Chinguacousy Road,,,43.666680,-79.780761,node,582751743,https://www.openstreetmap.org/node/582751743,"https://www.google.com/maps/search/?api=1&query=43.6666803,-79.780761"
TD,amenity:bank,,,,,,43.644025,-79.756085,node,582753436,https://www.openstreetmap.org/node/582753436,"https://www.google.com/maps/search/?api=1&query=43.6440251,-79.7560846"
TD,amenity:bank,,,,,,43.526202,-79.868537,node,724833464,https://www.openstreetmap.org/node/724833464,"https://www.google.com/maps/search/?api=1&query=43.5262017,-79.8685369"
TD,amenity:bank,,,,,,43.654975,-79.743986,node,1036697772,https://www.openstreetmap.org/node/1036697772,"https://www.google.com/maps/search/?api=1&query=43.6549748,-79.7439861"
TD,amenity:bank,,,,,,43.636159,-79.718335,node,1409297931,https://www.openstreetmap.org/node/1409297931,"https://www.google.com/maps/search/?api=1&query=43.6361594,-79.7183346"
TD,amenity:bank,,,,,,43.550558,-79.716705,node,1517048635,https://www.openstreetmap.org/node/1517048635,"https://www.google.com/maps/search/?api=1&query=43.550558,-79.716705"
TD,amenity:bank,,,,,,43.327623,-79.801102,node,1617384871,https://www.openstreetmap.org/node/1617384871,"https://www.google.com/maps/search/?api=1&query=43.327623,-79.8011015"
TD,amenity:bank,,,,,,43.339591,-79.787734,node,1619221664,https://www.openstreetmap.org/node/1619221664,"https://www.google.com/maps/search/?api=1&query=43.339591,-79.7877337"
TD,amenity:bank,,699,Guelph Line,Burlington,L7R 3M7,43.345083,-79.793583,node,1713586928,https://www.openstreetmap.org/node/1713586928,"https://www.google.com/maps/search/?api=1&query=43.3450826,-79.7935831"
TD,amenity:bank,,90,Great Lakes Drive,,,43.728726,-79.762273,node,1914225535,https://www.openstreetmap.org/node/1914225535,"https://www.google.com/maps/search/?api=1&query=43.7287256,-79.7622728"
TD,amenity:bank,,10998,Chinguacousy Road,,,43.705635,-79.835223,node,1921083548,https://www.openstreetmap.org/node/1921083548,"https://www.google.com/maps/search/?api=1&query=43.7056353,-79.8352231"
TD,amenity:bank,,3120,Argentia Road,,,43.594880,-79.786213,node,1946935581,https://www.openstreetmap.org/node/1946935581,"https://www.google.com/maps/search/?api=1&query=43.5948802,-79.7862129"
TD,amenity:bank,,,,,,43.463556,-79.742922,node,2138422518,https://www.openstreetmap.org/node/2138422518,"https://www.google.com/maps/search/?api=1&query=43.4635558,-79.7429219"
TD,amenity:bank,,,,,,43.491300,-79.878551,node,2210637635,https://www.openstreetmap.org/node/2210637635,"https://www.google.com/maps/search/?api=1&query=43.4913,-79.8785508"
TD,amenity:bank,,,,,,43.507311,-79.838110,node,2215545033,https://www.openstreetmap.org/node/2215545033,"https://www.google.com/maps/search/?api=1&query=43.5073108,-79.8381099"
TD,amenity:bank,,,,,,43.412517,-79.705460,node,2291478050,https://www.openstreetmap.org/node/2291478050,"https://www.google.com/maps/search/?api=1&query=43.4125172,-79.7054603"
TD,amenity:bank,,,,,,43.440143,-79.719787,node,2292634417,https://www.openstreetmap.org/node/2292634417,"https://www.google.com/maps/search/?api=1&query=43.4401428,-79.7197872"
TD,amenity:bank,,1045,Bronte Street South,,,43.488720,-79.857184,node,3302234970,https://www.openstreetmap.org/node/3302234970,"https://www.google.com/maps/search/?api=1&query=43.4887195,-79.8571835"
TD,amenity:bank,,,,,L6W 0B4,43.659446,-79.723696,node,4578427806,https://www.openstreetmap.org/node/4578427806,"https://www.google.com/maps/search/?api=1&query=43.6594463,-79.7236962"
TD,amenity:bank,,2000,Appleby Line,Burlington,L7L 7H7,43.394292,-79.791828,node,4684460973,https://www.openstreetmap.org/node/4684460973,"https://www.google.com/maps/search/?api=1&query=43.3942924,-79.7918277"
TD,amenity:bank,,,,,,43.702084,-79.738933,node,6226609532,https://www.openstreetmap.org/node/6226609532,"https://www.google.com/maps/search/?api=1&query=43.7020841,-79.7389333"
TD bank Entrance Ramp,amenity:bank,,,,,,43.428546,-79.765940,node,7080407488,https://www.openstreetmap.org/node/7080407488,"https://www.google.com/maps/search/?api=1&query=43.4285463,-79.7659401"
TD Canada Trust,amenity:bank,,,,,,43.321285,-79.832569,node,419363321,https://www.openstreetmap.org/node/419363321,"https://www.google.com/maps/search/?api=1&query=43.3212849,-79.8325691"
TD Canada Trust,amenity:bank,,,,,,43.428550,-79.765774,node,1950911927,https://www.openstreetmap.org/node/1950911927,"https://www.google.com/maps/search/?api=1&query=43.4285498,-79.7657742"
TD Canada Trust,amenity:bank,,,,,,43.685890,-79.759745,node,2295977896,https://www.openstreetmap.org/node/2295977896,"https://www.google.com/maps/search/?api=1&query=43.68589,-79.7597454"
Central Billiards,amenity:bar,+1-905-826-6328,,,,,43.582084,-79.717027,node,3459661428,https://www.openstreetmap.org/node/3459661428,"https://www.google.com/maps/search/?api=1&query=43.5820839,-79.7170269"
Derrydale Club House,amenity:bar,,,,,,43.643881,-79.712776,node,1740306466,https://www.openstreetmap.org/node/1740306466,"https://www.google.com/maps/search/?api=1&query=43.6438809,-79.7127755"
Jerseys Bar & Grill,amenity:bar,,,,,,43.373285,-79.809774,node,7061051898,https://www.openstreetmap.org/node/7061051898,"https://www.google.com/maps/search/?api=1&query=43.3732846,-79.8097739"
Shooterville,amenity:bar,,,,,,43.336687,-79.817783,node,7061714262,https://www.openstreetmap.org/node/7061714262,"https://www.google.com/maps/search/?api=1&query=43.3366868,-79.8177826"
Smoke Shack Shop & Lounge,amenity:bar,+1-905-864-0786,160,Main Street East,Milton,,43.511589,-79.884570,node,7817886370,https://www.openstreetmap.org/node/7817886370,"https://www.google.com/maps/search/?api=1&query=43.5115893,-79.8845697"
The Den,amenity:bar,,,,,,43.656417,-79.740023,node,7195543538,https://www.openstreetmap.org/node/7195543538,"https://www.google.com/maps/search/?api=1&query=43.6564169,-79.7400231"
Armeen’s Café & Bake Shop,amenity:cafe,,,,,,43.583108,-79.729610,node,12865649111,https://www.openstreetmap.org/node/12865649111,"https://www.google.com/maps/search/?api=1&query=43.5831079,-79.7296103"
Bruin Coffee House,amenity:cafe,,,,,,43.656540,-79.739743,node,7195543539,https://www.openstreetmap.org/node/7195543539,"https://www.google.com/maps/search/?api=1&query=43.6565402,-79.7397429"
Cacao 70,amenity:cafe,,,,,,43.576632,-79.829251,node,6655571872,https://www.openstreetmap.org/node/6655571872,"https://www.google.com/maps/search/?api=1&query=43.5766324,-79.8292514"
Cafe Evelyn,amenity:cafe,,,,,,43.513720,-79.883586,node,1912335678,https://www.openstreetmap.org/node/1912335678,"https://www.google.com/maps/search/?api=1&query=43.5137198,-79.8835856"
Caked Coffee,amenity:cafe,,,,,,43.315660,-79.840572,node,13234430353,https://www.openstreetmap.org/node/13234430353,"https://www.google.com/maps/search/?api=1&query=43.31566,-79.8405724"
Castle Lounge & Cafe,amenity:cafe,,220,Main Street East,Milton,,43.513185,-79.882954,node,1479401785,https://www.openstreetmap.org/node/1479401785,"https://www.google.com/maps/search/?api=1&query=43.5131854,-79.8829538"
Chaat & Falooda,amenity:cafe,,,,,,43.621887,-79.782593,node,6861656796,https://www.openstreetmap.org/node/6861656796,"https://www.google.com/maps/search/?api=1&query=43.6218873,-79.7825928"
Chatime,amenity:cafe,,150,West Drive,,,43.707409,-79.733400,node,6228641256,https://www.openstreetmap.org/node/6228641256,"https://www.google.com/maps/search/?api=1&query=43.7074087,-79.7333998"
Chatime,amenity:cafe,,,,,,43.482835,-79.720476,node,8975636927,https://www.openstreetmap.org/node/8975636927,"https://www.google.com/maps/search/?api=1&query=43.4828346,-79.7204757"
Chestnuts,amenity:cafe,,,,,,43.393966,-79.708693,node,9813249088,https://www.openstreetmap.org/node/9813249088,"https://www.google.com/maps/search/?api=1&query=43.3939664,-79.7086926"
Chika Bean Cafe,amenity:cafe,+1-289-339-7419,,,,,43.354124,-79.797379,node,13665036186,https://www.openstreetmap.org/node/13665036186,"https://www.google.com/maps/search/?api=1&query=43.3541237,-79.7973791"
CoCo Fresh Tea & Juice,amenity:cafe,,,,,,43.715341,-79.723604,node,6663083623,https://www.openstreetmap.org/node/6663083623,"https://www.google.com/maps/search/?api=1&query=43.7153405,-79.7236037"
CoCo Fresh Tea & Juice,amenity:cafe,,2000,Appleby Line,,,43.394151,-79.791654,node,9064674597,https://www.openstreetmap.org/node/9064674597,"https://www.google.com/maps/search/?api=1&query=43.3941508,-79.7916544"
CoCo Fresh Tea & Juice,amenity:cafe,,,,,,43.558020,-79.706085,node,11079661505,https://www.openstreetmap.org/node/11079661505,"https://www.google.com/maps/search/?api=1&query=43.5580202,-79.7060848"
CoCo Fresh Tea & Juice,amenity:cafe,,,,,,43.658205,-79.724719,node,13093258715,https://www.openstreetmap.org/node/13093258715,"https://www.google.com/maps/search/?api=1&query=43.6582051,-79.724719"
CoCo Fresh Tea & Juice,amenity:cafe,,,,,,43.518741,-79.874090,node,13175750797,https://www.openstreetmap.org/node/13175750797,"https://www.google.com/maps/search/?api=1&query=43.5187411,-79.8740905"
Coffee Culture,amenity:cafe,,1960,Appleby Line,Burlington,,43.392859,-79.789768,node,560635925,https://www.openstreetmap.org/node/560635925,"https://www.google.com/maps/search/?api=1&query=43.3928586,-79.7897685"
Coffee Culture,amenity:cafe,,,,,,43.514339,-79.882406,node,2206877103,https://www.openstreetmap.org/node/2206877103,"https://www.google.com/maps/search/?api=1&query=43.5143393,-79.8824063"
Coffee Culture,amenity:cafe,,390,Brant Street,Burlington,L7R 4J4,43.325327,-79.797583,node,3086513503,https://www.openstreetmap.org/node/3086513503,"https://www.google.com/maps/search/?api=1&query=43.3253267,-79.7975825"
Coffee Time,amenity:cafe,,,,,,43.696734,-79.751551,node,922168716,https://www.openstreetmap.org/node/922168716,"https://www.google.com/maps/search/?api=1&query=43.6967335,-79.7515507"
Country Style,amenity:cafe,,,,,,43.724211,-79.770309,node,662721335,https://www.openstreetmap.org/node/662721335,"https://www.google.com/maps/search/?api=1&query=43.724211,-79.7703092"
Country Style,amenity:cafe,,,,,,43.509024,-79.888077,node,724851736,https://www.openstreetmap.org/node/724851736,"https://www.google.com/maps/search/?api=1&query=43.5090237,-79.8880771"
Country Style,amenity:cafe,,,,,,43.346476,-79.797694,node,4044936635,https://www.openstreetmap.org/node/4044936635,"https://www.google.com/maps/search/?api=1&query=43.346476,-79.7976942"
Country Style,amenity:cafe,,,,,,43.677256,-79.747635,node,11417804803,https://www.openstreetmap.org/node/11417804803,"https://www.google.com/maps/search/?api=1&query=43.6772561,-79.7476348"
Danish Coffee Roasters,amenity:cafe,,5100,Erin Mills Parkway,,,43.558846,-79.712002,node,6556571751,https://www.openstreetmap.org/node/6556571751,"https://www.google.com/maps/search/?api=1&query=43.5588459,-79.7120022"
Flying Monkey Cafe and Bike Shop,amenity:cafe,,6,Main St South,Campbellville,L0P 1B0,43.487148,-79.982269,node,5284218694,https://www.openstreetmap.org/node/5284218694,"https://www.google.com/maps/search/?api=1&query=43.4871477,-79.982269"
Fruitea,amenity:cafe,,,,,,43.648576,-79.881248,node,10984537319,https://www.openstreetmap.org/node/10984537319,"https://www.google.com/maps/search/?api=1&query=43.648576,-79.8812484"
Gong Cha,amenity:cafe,,5100,Erin Mills Parkway,,,43.558867,-79.711398,node,6556575942,https://www.openstreetmap.org/node/6556575942,"https://www.google.com/maps/search/?api=1&query=43.5588667,-79.7113981"
JC's Bagels,amenity:cafe,,,,,,43.339404,-79.786049,node,1619221697,https://www.openstreetmap.org/node/1619221697,"https://www.google.com/maps/search/?api=1&query=43.3394036,-79.7860492"
Kung Fu Tea,amenity:cafe,,,,,,43.583159,-79.764910,node,12422069015,https://www.openstreetmap.org/node/12422069015,"https://www.google.com/maps/search/?api=1&query=43.5831591,-79.7649095"
Mama Mila's Cafe,amenity:cafe,,9113,Derry Road West,Milton,,43.517537,-79.851175,node,2271751956,https://www.openstreetmap.org/node/2271751956,"https://www.google.com/maps/search/?api=1&query=43.5175372,-79.8511754"
Marketplace Cafe,amenity:cafe,,280,Guelph Street,,,43.648685,-79.899245,node,6533178856,https://www.openstreetmap.org/node/6533178856,"https://www.google.com/maps/search/?api=1&query=43.6486853,-79.8992449"
Mr Sun,amenity:cafe,,,,,,43.488621,-79.717020,node,12893805971,https://www.openstreetmap.org/node/12893805971,"https://www.google.com/maps/search/?api=1&query=43.4886207,-79.7170195"
Peach Coffee Co. Bronte,amenity:cafe,,100 #10,bronte,,,43.393905,-79.710573,node,12041943029,https://www.openstreetmap.org/node/12041943029,"https://www.google.com/maps/search/?api=1&query=43.3939048,-79.7105728"
